internship_title,company_name,location,start_date,duration,stipend,Skills,Interests
Video Editing,Adsiduous Media,Hyderabad,Immediately,3 Months,"₹ 10,000-15,000 /month",Data Analysis,AI
Telecalling,Cling Multi Solutions Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /month",Cybersecurity,Open Source
Graphic Design,IYoung Social,Pune,Immediately,3 Months,"₹ 10,000 /month",Networking,Web 3.0
UI/UX Development,Inquizity,Mumbai,Immediately,3 Months,"₹ 15,000 /month",Database Management,Web 3.0
Market Research,EssEnn Architects,Hyderabad,Immediately,3 Months,"₹ 10,000 /month",Cloud Computing,Blockchain
Embedded Systems,BatteryPool,Pune,Immediately,3 Months,"₹ 8,000 /month",Machine Learning,Open Source
Content Writing,Freakyconsultz,Work From Home,Immediately,3 Months,"₹ 2,500-5,000 /month",Java,Cybersecurity
Field Sales,Rightman Apparel,Udaipur,Immediately,3 Months,"₹ 5,000 /month",Embedded Systems,Quantum Computing
Operations (E-Commerce),Authentics (Hireesha Retail Private Limited),Mumbai,Immediately,3 Months,"₹ 10,000 /month",C++,Space Tech
Human Resources (HR),Skywings Advisors Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000 /month",C++,Robotics
Human Resources (HR),Freelancerecruiter.in,Work From Home,Immediately,3 Months,"₹ 5,000 /month",Cybersecurity,Space Tech
WordPress Development,VAIR IT TECHNOLOGIES PVT LTD,Noida,Immediately,3 Months,"₹ 2,000 /month +  Incentives",C++,Open Source
Social Media Marketing,Take It Eazy Media,Ahmedabad,Immediately,3 Months,"₹ 6,000 /month",Java,Cybersecurity
Social Media Marketing,Internetyug,Zirakpur,Immediately,3 Months,"₹ 7,500 /month",Machine Learning,Augmented Reality
Content Writing,Marketing Samadhan,Noida,Immediately,3 Months,"₹ 10,000 /month",Java,Blockchain
HR Recruitment,Infocareer Private Limited,Chennai,Immediately,3 Months,"₹ 5,000 /month",Data Analysis,Blockchain
General Management,Conscript HR Advisors Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /month",Data Analysis,Data Science
E-Commerce Marketing,MPK I - Gate Private Limited,Delhi,Immediately,3 Months,"₹ 6,000 /month +  Incentives",Networking,IoT
Operations,IMARC,Noida,Immediately,3 Months,"₹ 10,000 /month",UI/UX Design,Augmented Reality
Social Media Marketing,Alldoer,Indore,Immediately,3 Months,"₹ 5,000-10,000 /month",Cloud Computing,Web 3.0
Digital Marketing,Anajney Vastu,Delhi,Immediately,3 Months,"₹ 8,000 /month",Cybersecurity,Open Source
Graphic Design & Reel Editing,Candies Studio,Work From Home,Immediately,3 Months,"₹ 10,000 /month",Python,Data Science
Social Media Marketing,Abhinav  Anand,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives",Python,AI
Computer Vision - Annotation,Texvision,Coimbatore,Immediately,3 Months,"₹ 7,500-10,000 /month",Networking,Cybersecurity
Graphic Design,CALINE,Work From Home,Immediately,3 Months,"₹ 7,000-10,000 /month",Java,Blockchain
Digital Sales,CBI Solutions India,Jaipur,Immediately,3 Months,"₹ 10,000-18,000 /month",Machine Learning,Game Development
Social Media Marketing,Aarohi  Jain,Mumbai,Immediately,3 Months,"₹ 4,000-8,000 /month",Database Management,Quantum Computing
Architecture,Studio Interlace,Bangalore,Immediately,3 Months,"₹ 6,000 /month",Cloud Computing,Blockchain
Executive Assistant,Efficacy Global Sales Solutions Private Limited,Mumbai,Immediately,3 Months,"₹ 15,000 /month",Cybersecurity,Augmented Reality
Data Entry,Blackcoffer,Work From Home,Immediately,3 Months,"₹ 3,000 /month",Data Analysis,Augmented Reality
Lead Generation,Rydeu Logistics UG,Work From Home,Immediately,3 Months,"₹ 10,000-15,000 /month",Cloud Computing,IoT
Social Media Marketing,Care Well India Trust,Work From Home,Immediately,3 Months,"₹ 1,000 /month",C++,IoT
Lead Generaion,Top Talent Bridge,Work From Home,Immediately,3 Months,"₹ 5,000 /month",C++,Robotics
Video Editing,Khyati Thaker,Work From Home,Immediately,3 Months,"₹ 4,000 /month",Python,Cybersecurity
Accounting & Taxation,Ashish Ganesh Jain & Company,Panchkula Urban Estate,Immediately,3 Months,"₹ 10,000 /month",Embedded Systems,Space Tech
Lead Generation From LinkedIn,Leapfrog Consultancy,Work From Home,Immediately,3 Months,"₹ 5,000 /month",Machine Learning,AI
Odoo Development,Fatmug Designs,Work From Home,Immediately,3 Months,"₹ 20,000 /month",C++,Data Science
Law/Legal,Cyberonics India,Delhi,Immediately,3 Months,"₹ 2,000 /month +  Incentives",Cloud Computing,Blockchain
Technology Research,Aranca (Mumbai) Private Limited,Mumbai,Immediately,3 Months,"₹ 10,000 /month",C++,Blockchain
Content Creation For UK Curriculum,MaVY EduSolution,Work From Home,Immediately,3 Months,"₹ 15,000-20,000 /month",C++,Blockchain
Embedded/ IoT Systems Development,Ecoparadigm,Bangalore,Immediately,3 Months,"₹ 10,000 /month",Database Management,Augmented Reality
Digital Marketing,Riggle,Work From Home,Immediately,3 Months,"₹ 5,000-8,000 /month",Java,Cybersecurity
Digital Marketing,MyLA,Noida,Immediately,3 Months,"₹ 5,000-7,000 /month",Java,Web 3.0
Social Media Marketing,WebTechnoz,Work From Home,Immediately,3 Months,"₹ 5,000 /month",Cloud Computing,IoT
Legal & Compliance,Riskcovry,Mumbai,Immediately,3 Months,"₹ 10,000 /month",UI/UX Design,AI
HR,Itvedant Education Private Limited,Thane,Immediately,3 Months,"₹ 9,000 /month",C++,IoT
Business Development (Sales),Supra Global Flow Ventures,Greater Noida,Immediately,3 Months,"₹ 8,000 /month",Python,Game Development
Research Analytics (Artificial Intelligence),10xTechClub,Pune,Immediately,3 Months,"₹ 5,000 /month +  Incentives",Embedded Systems,Blockchain
Content Writing,Leap Robots,Hyderabad,Immediately,3 Months,"₹ 10,000 /month",Embedded Systems,Cybersecurity
Mechanical Engineering,Ogmen Robotics,Delhi,Immediately,3 Months,"₹ 15,000 /month",UI/UX Design,Data Science
Human Resources (HR),Kshitiksha Foundation,Work From Home,Immediately,3 Months,"₹ 1,000 /month",Web Development,Web 3.0
Product Management,The Barabari Project,Work From Home,Immediately,3 Months,Unpaid,Data Analysis,Space Tech
Field Promotion For Events,Peppermint Communications Private Limited,Work From Home,Immediately,3 Months,"₹ 7,000 /week",Python,Space Tech
Pre-sales,Codingal Technologies Private Limited,Bangalore,Immediately,3 Months,"₹ 25,000 /month",Machine Learning,Robotics
LinkedIn Marketing,Shop Assistant,Work From Home,Immediately,3 Months,"₹ 3,000 /month",Embedded Systems,Data Science
Architecture - females required,Diametric Design Studio,Gurgaon,Immediately,3 Months,"₹ 8,000 /month",Web Development,Robotics
Database Building/Management,Ladies Who Lead,Gurgaon,Immediately,3 Months,"₹ 10,000 /month",Cybersecurity,Robotics
Digital Marketing,Pepcorns LLP,Work From Home,Immediately,3 Months,"₹ 15,000 lump sum",Web Development,Blockchain
Operations,Finance Talk With Rishabh,Jaipur,Immediately,3 Months,"₹ 18,000 /month",Machine Learning,Robotics
Biotechnology Engineering,Rethink Bio,Pune,Immediately,3 Months,"₹ 2,000-3,000 /month",Cloud Computing,AI
Business Analytics,AgentInsights,Delhi,Immediately,3 Months,"₹ 10,000-12,000 /month",Embedded Systems,Blockchain
Algo Trading,S Attri,Work From Home,Immediately,3 Months,"₹ 3,000 /month +  Incentives",Cybersecurity,Web 3.0
Web Design,"Grow Digital (London, United Kingdom)",Work From Home,Immediately,3 Months,"₹ 4,000-5,000 /month",Java,Cybersecurity
Human Resources (HR),Radiant Techlearning,Ghaziabad,Immediately,3 Months,"₹ 3,000 /month",Web Development,Cybersecurity
Human Resources (HR),AntWalk,Work From Home,Immediately,3 Months,"₹ 8,000-12,000 /month",Cybersecurity,Quantum Computing
Inside Sales,Biconic Private Limited,Delhi,Immediately,3 Months,"₹ 10,000 /month",Web Development,AI
Digital Marketing,Krimaya,Delhi,Immediately,3 Months,"₹ 5,000 /month",Data Analysis,Cybersecurity
Project Management,The Stupid Collective,Work From Home,Immediately,3 Months,"₹ 10,000 /month +  Incentives",Networking,AI
Software Development Engineering (Web),Made 2 Automate,Delhi,Immediately,3 Months,"₹ 3,000-7,000 /month",Database Management,Open Source
Digital Marketing,Lise Infotech Private Limited,Indore,Immediately,3 Months,"₹ 3,000-6,000 /month",UI/UX Design,IoT
Content Writing,BuyBacKart,Delhi,Immediately,3 Months,"₹ 5,000-7,000 /month",UI/UX Design,Cybersecurity
Game Design,KalaGato,Bangalore,Immediately,3 Months,"₹ 12,000 /month",Java,Blockchain
HR,Prasuma,Manesar,Immediately,3 Months,"₹ 10,000 /month",Machine Learning,Game Development
Business Consulting,Mudraksh & McShaw Asset Management,Noida,Immediately,3 Months,"₹ 10,000-15,000 /month",Networking,Blockchain
Graphic Design,Way2 IT Techno Services Private Limited,Noida,Immediately,3 Months,"₹ 2,000-8,000 /month",C++,Game Development
NGO Partnership,CHARITISM,Work From Home,Immediately,3 Months,"₹ 8,000-10,000 /month",Embedded Systems,Augmented Reality
Field Sales,Spice Mynk Enterprises,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives",Web Development,Cybersecurity
Business Development (Sales),ReadyAssist,Bangalore,Immediately,3 Months,"₹ 15,000 /month",Embedded Systems,Robotics
Content Writing,BSA Marketing And Media,Hyderabad,Immediately,6 Months,"₹ 12,000-17,000 /month",UI/UX Design,Robotics
Research And Documentation,"Academia For Sustainable Development, New Delhi",Work From Home,Immediately,6 Months,Unpaid,Cybersecurity,AI
Graphic Design,Cosmofeed,Gurgaon,Immediately,6 Months,"₹ 10,000 /month",Machine Learning,Game Development
Human Resources (HR),VSR ENTERPRISES,Work From Home,Immediately,6 Months,"₹ 2,000 /month +  Incentives",Java,Blockchain
Robotics Software,ERIC Robotics PSIPL,Pune,Immediately,6 Months,"₹ 8,000-10,000 /month",UI/UX Design,Robotics
Subject Matter Expert (English),Graveiens Eduservices Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives",Database Management,Web 3.0
Telecalling (Sales & Marketing),MECHATRON TECHNOLOGIES,Jodhpur,Immediately,6 Months,"₹ 4,000 /month +  Incentives",UI/UX Design,Blockchain
Human Resources (HR),SRI DAKSHINAMURTHY ACADEMY (OPC) PRIVATE LIMITED,Work From Home,Immediately,6 Months,"₹ 1,000 /month",Data Analysis,Cybersecurity
Customer Success Management,AgentInsights,Work From Home,Immediately,6 Months,"₹ 10,000-12,000 /month",UI/UX Design,Open Source
Digital Marketing,Affairs Ace,Work From Home,Immediately,6 Months,"₹ 6,000 /month",Python,Game Development
Content Creation,Ddrfitness,Bhopal,Immediately,6 Months,"₹ 3,000 /month +  Incentives",Data Analysis,Blockchain
Campus Ambassador,Eklavya.me,Work From Home,Immediately,6 Months,Performance Based,UI/UX Design,Web 3.0
Human Resources (HR),Givni Private Limited,Patna,Immediately,6 Months,"₹ 3,000 /month +  Incentives",Python,Space Tech
Client Servicing,Liqvd Digital India Private Limited,Bangalore,Immediately,6 Months,"₹ 15,000 /month",Machine Learning,Cybersecurity
Telecalling,Angrybaaz,Work From Home,Immediately,6 Months,"₹ 3,000 /month",Java,Robotics
Social Media Marketing,Tech2Edge Technology Solutions,Mumbai,Immediately,6 Months,"₹ 4,000 /month",C++,Data Science
Operations,Biggbang Coworking,Chandigarh,Immediately,6 Months,"₹ 13,000 /month",Embedded Systems,IoT
WordPress Development,SRI DAKSHINAMURTHY ACADEMY (OPC) PRIVATE LIMITED,Work From Home,Immediately,6 Months,"₹ 1,000 /month",Python,Data Science
Business Development (Sales),IMI STUDIOS PRIVATE LIMITED,Work From Home,Immediately,6 Months,"₹ 5,000 /week",Machine Learning,AI
Business Development (Sales),Amit Abraham,Work From Home,Immediately,6 Months,"₹ 4,000 /month",Python,Web 3.0
Digital Marketing,Surya Infotech Solutions,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month",Database Management,Blockchain
Sales,LIC LIFE INDIA,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives",Cloud Computing,Augmented Reality
Business Development (Sales),Exampil Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000-5,000 /month",Database Management,Blockchain
Business Development (Sales),ProCreator,Navi Mumbai,Immediately,6 Months,"₹ 5,000 /month",Embedded Systems,Blockchain
Human Resources (HR),ArabEasy,Gurgaon,Immediately,6 Months,"₹ 10,000-15,000 /month",Database Management,Augmented Reality
Digital Marketing,Quantsapp Private Limited,Mumbai,Immediately,6 Months,"₹ 5,000 /month",Java,AI
Business Development (Sales),IndoSup,Noida,Immediately,6 Months,"₹ 10,000 /month",Networking,Game Development
Competitors Research,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month",Embedded Systems,Open Source
Business Research Analytics & Writing – Web3 And Digital,"EmergentX (Hong Kong, Hong Kong)",Work From Home,Immediately,6 Months,"₹ 8,000 /month +  Incentives",UI/UX Design,Web 3.0
Content Writing,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month",Python,Cybersecurity
Reel Creations,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month",Machine Learning,Web 3.0
Marketing (B2B),Qualis Engineers,Pune,Immediately,6 Months,"₹ 6,000 /month",Java,Space Tech
Web Development,Digital Ipsum,Work From Home,Immediately,6 Months,"₹ 4,000 /month",Machine Learning,Blockchain
Brand Ambassador,Digital Ipsum,Work From Home,Immediately,6 Months,"₹ 10,000 /month",Python,Cybersecurity
Operations (Virtual Assistant),Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month",Web Development,Cybersecurity
Human Resources (HR),WebReinvent Technologies Private Limited,Delhi,Immediately,6 Months,"₹ 8,000 /month",Cybersecurity,Data Science
Sales,Skillerate,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives",Database Management,Open Source
Brand Management,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Work From Home,Immediately,6 Months,"₹ 2,000-4,000 /month",Data Analysis,Quantum Computing
Search Engine Optimization/Marketing,Birbal Infinite Solutions,Navi Mumbai,Immediately,6 Months,"₹ 5,000 /month",Cybersecurity,Data Science
Lead Generation,Hex Wireless Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month",Machine Learning,Quantum Computing
Marketing,Prarabdh Innovative Solutions Private Limited,Ahmedabad,Immediately,6 Months,"₹ 4,000 /month +  Incentives",Python,Blockchain
Sales,Tellyon Media Private Limited,Delhi,Immediately,6 Months,"₹ 10,000-20,000 /month",Java,AI
Export Merchandising,Shades Of You,Ghaziabad,Immediately,6 Months,"₹ 15,000 /month",Database Management,Web 3.0
Sales,Abbey Edge India Private Limited,Mohali,Immediately,6 Months,"₹ 3,000 /month +  Incentives",Python,Space Tech
Marketing Research,Learningplanet,Work From Home,Immediately,6 Months,"₹ 1,000 /month",Machine Learning,Game Development
Market Research For Lead Generation– APAC Region,PaymAte,Mumbai,Immediately,6 Months,"₹ 15,000 /month",Machine Learning,Robotics
Digital Marketing And Backend Work,Runway Fashion Management,Delhi,Immediately,6 Months,"₹ 4,000 /month",UI/UX Design,Web 3.0
Business Development (Sales),AK Finserv LLP,Pune,Immediately,6 Months,"₹ 5,000-10,000 /month",Networking,Augmented Reality
Content Writing,Pragotomia Corporation Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000 /month",Networking,Space Tech
Human Resources (HR),Mekyek Global Services,Kolkata,Immediately,6 Months,"₹ 3,000 /month",Cloud Computing,Data Science
Content & Video Creation,BlamGlam,Work From Home,Immediately,6 Months,"₹ 3,000 /month",Python,Augmented Reality
Photo & Video Editing,Ad School,Work From Home,Immediately,6 Months,"₹ 4,000 /month",Machine Learning,IoT
Business Development (Sales),Dawawale Plus,Pune,Immediately,6 Months,"₹ 3,000 /month +  Incentives",Data Analysis,Open Source
Operations & Strategy,SowGood,Delhi,Immediately,6 Months,"₹ 5,000-10,000 /month",C++,Blockchain
Design Management,Everything Design,Bangalore,Immediately,6 Months,"₹ 8,000-12,000 /month",Cloud Computing,Robotics
Human Resources (HR),MITT ARV Technologies Private Limited,Hyderabad,Immediately,6 Months,"₹ 10,000 /month",Python,Game Development
Human Resources (HR),Macro Resources Private Limited,Gurgaon,Immediately,6 Months,"₹ 8,000-12,000 /month",Data Analysis,Cybersecurity
Business Development (Sales),SignalX,Hyderabad,Immediately,6 Months,"₹ 10,000 /month",Cloud Computing,Open Source
Management,Axis Ecorp,Noida,Immediately,6 Months,"₹ 5,000 /month",Web Development,Robotics
UI/UX / Graphic Design,Togglehead,Mumbai,Immediately,6 Months,"₹ 5,000 /month",Networking,IoT
Business Development (Sales),Certybox,Bangalore,Immediately,6 Months,"₹ 5,000 /month",Java,Cybersecurity
